0,652,1593
1,689,1565
2,690,1629
3,666,1727
4,612,1853
5,556,1913
6,523,1955
7,530,1887
8,551,1789
9,602,1675
10,652,1607
11,690,1563
12,652,1637
13,644,1767
14,567,1867
15,522,1919
16,485,1951
17,486,1885
18,518,1775
19,566,1663
20,615,1599
21,656,1566
22,652,1631
23,625,1739
24,575,1861
25,524,1912
26,486,1945
27,488,1881
28,518,1774
29,568,1661
30,618,1597
31,656,1568
32,656,1637
33,627,1743
34,570,1863
35,524,1916
36,487,1949
37,488,1885
38,518,1781
39,566,1671
40,616,1607
41,656,1575
42,655,1640
43,628,1746
44,578,1866
45,527,1917
46,487,1952
47,487,1891
48,518,1785
49,568,1669
50,616,1609
51,656,1576
52,652,1641
53,627,1749
54,576,1867
55,528,1919
56,487,1956
57,487,1893
58,516,1785
59,566,1676
60,616,1613
61,658,1576
62,654,1643
63,628,1749
64,578,1867
65,528,1919
66,486,1957
67,487,1897
68,518,1786
69,566,1679
70,616,1611
71,656,1575
72,656,1639
73,628,1749
74,579,1867
75,530,1926
76,487,1961
77,488,1897
78,516,1789
79,566,1677
80,616,1611
81,657,1575
82,656,1641
83,629,1743
84,580,1867
85,530,1918
86,486,1959
87,488,1895
88,518,1786
89,565,1677
90,616,1612
91,658,1567
92,656,1637
93,631,1739
94,580,1856
95,531,1916
96,488,1957
97,488,1891
98,516,1788
99,566,1675
100,616,1610
101,658,1571
102,658,1639
103,630,1739
104,580,1861
105,530,1913
106,488,1951
107,488,1889
108,516,1788
109,567,1677
110,616,1611
111,658,1573
112,657,1641
113,627,1765
114,579,1864
115,530,1915
116,488,1957
117,490,1891
118,518,1789
119,566,1677
120,616,1611
121,659,1573
122,658,1639
123,632,1740
124,581,1863
125,531,1913
126,488,1955
127,488,1893
128,516,1790
129,566,1679
130,618,1614
131,658,1575
132,658,1638
133,630,1737
134,581,1862
135,532,1917
136,490,1956
137,490,1893
138,516,1792
139,565,1679
140,617,1615
141,659,1575
142,658,1639
143,634,1739
144,582,1861
145,532,1915
146,488,1956
147,488,1893
148,516,1798
149,566,1683
150,616,1614
151,659,1574
152,658,1637
153,639,1737
154,582,1855
155,533,1915
156,492,1956
157,490,1891
158,518,1798
159,567,1683
160,617,1614
161,659,1574
162,660,1637
163,634,1737
164,584,1855
165,534,1914
166,492,1957
167,492,1893
168,516,1800
169,566,1684
170,616,1617
171,660,1575
172,660,1639
173,641,1736
174,584,1855
175,534,1915
176,492,1959
177,490,1895
178,516,1801
179,565,1687
180,618,1619
181,661,1576
182,661,1640
183,640,1737
184,586,1855
185,535,1913
186,491,1961
187,490,1897
188,518,1805
189,566,1687
190,618,1619
191,662,1575
192,660,1639
193,642,1737
194,584,1861
195,534,1917
196,492,1963
197,490,1899
198,516,1807
199,566,1689
200,617,1619
201,659,1575
202,662,1639
203,642,1737
204,587,1855
205,535,1915
206,492,1962
207,490,1899
208,516,1809
209,566,1689
210,616,1623
211,660,1573
212,662,1640
213,642,1736
214,587,1855
215,536,1915
216,492,1964
217,490,1903
218,516,1811
219,564,1690
220,616,1624
221,659,1575
222,661,1639
223,642,1736
224,588,1861
225,536,1917
226,492,1965
227,490,1902
228,518,1811
229,565,1691
230,616,1623
231,659,1573
232,661,1637
233,643,1727
234,587,1853
235,536,1915
236,492,1963
237,490,1901
238,516,1811
239,564,1689
240,616,1623
241,659,1575
242,663,1635
243,643,1733
244,588,1853
245,538,1912
246,494,1963
247,492,1901
248,516,1812
249,567,1691
250,616,1621
251,660,1571
252,663,1635
253,644,1725
254,592,1851
255,540,1914
256,492,1961
257,492,1901
258,516,1813
259,565,1691
260,616,1622
261,661,1571
262,664,1635
263,646,1725
264,592,1849
265,539,1913
266,494,1964
267,492,1900
268,516,1813
269,566,1692
270,616,1624
271,662,1572
272,664,1635
273,647,1725
274,594,1849
275,538,1912
276,498,1963
277,492,1902
278,518,1815
279,566,1692
280,616,1623
281,660,1573
282,664,1635
283,646,1723
284,592,1849
285,540,1911
286,498,1962
287,492,1902
288,516,1815
289,565,1693
290,618,1623
291,660,1573
292,664,1631
293,646,1723
294,594,1847
295,540,1911
296,498,1963
297,492,1901
298,516,1816
299,566,1693
300,616,1625
301,662,1571
302,664,1629
303,646,1721
304,594,1847
305,544,1909
306,498,1963
307,492,1901
308,515,1815
309,564,1694
310,618,1625
311,661,1571
312,664,1631
313,648,1721
