front_shock [mm],front_shock [mm]_vel,front_shock [mm]_acc,front_shock [mm]_norm,rear_shock [mm],rear_shock [mm]_vel,rear_shock [mm]_acc,rear_shock [mm]_norm,t
27.589342,48.86352571872669,402.5199067599842,0.16229024705882353,35.468285,75.87514471639525,205.07142191152525,0.21495930303030303,123.61
27.837448,51.64527552447652,319.2386013986834,0.16374969411764706,35.656807,76.9469632090142,210.93314685324003,0.2161018606060606,123.612
28.085554,58.38480874125975,592.2128671329374,0.1652091411764706,36.159531,80.04506732711815,457.026480186556,0.21914867272727273,123.614
28.432901,58.40213679098747,226.7058275059062,0.16725235882352943,36.536579,82.26431091686158,316.40428904440705,0.22143381212121213,123.616
28.681007,55.85744922300023,78.65510489517692,0.16871180588235296,36.913624,83.3970648407157,339.8411188812024,0.22371893333333331,123.618
28.978733,50.62931565656663,1017.8696503497413,0.17046313529411763,37.416348,76.7535313519819,1843.6965967367141,0.22676574545454545,123.62
29.226839,60.30293422688521,1027.1260606061423,0.17192258235294117,37.793392,89.29140085470186,1833.8182750583765,0.22905086060606059,123.622
29.574186,75.81971445221541,277.602797202886,0.1739658,38.29612,116.15713348873442,966.7632634033871,0.23209769696969698,123.624
29.822292,83.24744898990002,-504.3055477854723,0.17542524705882354,38.673164,127.97054203574339,-262.4539860138939,0.23438281212121212,123.626
30.169641,76.37106557886659,-1133.532867132788,0.17746847647058822,39.175892,123.88892334887413,-1321.2793473192396,0.23742964848484846,123.628
31.06282,60.44567606837717,-1216.8156643355796,0.1827224705882353,40.607246,109.9655709790216,-2186.685034964925,0.24610452121212123,123.63
31.162064,45.329936013987094,-1230.6963170162344,0.1833062588235294,40.852951,82.79317556332637,-2620.728484848376,0.24759364242424242,123.632
31.06282,32.60462191142318,-721.7632634031797,0.1827224705882353,40.791527,54.993192929294366,-2290.8494172493265,0.24722137575757577,123.634
31.162064,-13.592730691529596,4858.007272727355,0.1833062588235294,41.037231,-11.202146231545214,4014.310116550205,0.2487104909090909,123.636
31.41017,38.70026445221532,7398.053613053689,0.18476570588235294,41.34436,38.1954907148413,7247.861631701737,0.2505718787878788,123.638
31.807138,135.82571950272012,7453.574265734342,0.18710081176470586,41.528641,150.62342307692415,7766.360000000102,0.25168873333333336,123.64
32.005623,209.46892404817487,4390.71664335674,0.18826837058823528,41.897198,230.86437338772419,4673.564568764654,0.25392241212121214,123.642
