front_shock [mm],front_shock [mm]_vel,front_shock [mm]_acc,front_shock [mm]_norm,rear_shock [mm],rear_shock [mm]_vel,rear_shock [mm]_acc,rear_shock [mm]_norm,t
37.811295,-92.46225419580321,8651.888205128296,0.22241938235294118,46.381325,-200.1848268065251,-23650.132027971886,0.2810989393939394,153.83
37.563187,-48.32178597513524,9234.84736596744,0.22095992352941177,45.337074,-356.59535023309894,-14354.013706293565,0.2747701454545455,153.835
37.364704,10.334831623932246,8082.806340326459,0.21979237647058825,43.064301,-372.8305078088567,-4873.226293706146,0.2609957636363636,153.84
37.513565,69.42710648795753,7384.173706293806,0.2206680294117647,40.545818,-324.88079149184017,7797.762517482632,0.2457322303030303,153.845
37.960155,105.46315485625564,4594.292307692402,0.2232950294117647,40.668674,-216.56718263403133,15014.962237762347,0.24647681212121214,153.85
38.654854,116.42265147630258,2887.0511888113033,0.22738149411764705,39.050209,-130.64123923853873,19510.34703962714,0.23666793333333336,153.855
39.597652,109.55394937840032,2354.9806993008133,0.23292736470588232,39.615776,-3.753352836052045,23185.421258741375,0.2400956121212121,153.86
39.696896,104.57453003108128,1878.4321678322667,0.2335111529411765,38.29612,129.31684401709458,22363.197482517557,0.23209769696969698,153.865
40.39159,90.24719797979907,4219.528951049066,0.23759758823529412,40.484394,274.49194747474826,17917.406526806626,0.24535996363636364,153.87
40.540455,124.8354702797219,5626.04158508169,0.23847326470588237,41.282936,427.92473442113544,11861.016130536269,0.2501996121212121,153.875
41.384014,174.10581810411907,7305.526433566531,0.24343537647058824,44.2314,489.94053589743714,256.23375291386037,0.2680690909090909,153.88
42.574921,234.2313572649581,8193.845594405688,0.2504407117647059,47.057014,458.09759619269755,-9032.831048950939,0.28519402424242424,153.885
43.368858,266.3945214840728,8901.726153846277,0.2551109294117647,49.268364,307.58817179487335,-17832.711235431092,0.29859614545454544,153.89
45.849915,325.2457914918425,7962.511142191241,0.26970538235294117,50.306694,129.80853170163311,-16739.234498834343,0.30488905454545456,153.895
46.792717,365.700323581975,5362.321491841616,0.2752512764705883,50.487488,-40.53014766899639,-12523.475431235274,0.30598477575757577,153.9
48.678318,270.3753402097915,18118.07384615397,0.2863430470588235,49.39122,-132.55010831390678,1327.958041958129,0.29934072727272726,153.905
50.514301,426.1344451825963,19214.591981352092,0.29714294705882355,49.022659,-29.156324669773085,9605.333799533939,0.29710702424242424,153.91
53.491566,636.9200444832965,12140.404102564287,0.3146562705882353,48.34697,160.28696604506774,10850.20289044303,0.2930119393939394,153.915
54.980202,797.1323095182612,2373.4873659675213,0.32341295294117645,49.882629,308.99982972028124,6788.154498834629,0.3023189636363636,153.92
56.617699,799.2336031080052,-10053.769324009183,0.3330452882352941,51.270916,352.56057424242636,216.92270396289314,0.31073282424242427,153.925
69.02298,677.7273917637937,-19973.370163170024,0.4060175294117647,56.092018,286.00122303807416,-7714.707226107079,0.33995162424242426,153.93
68.72525,454.8159900155423,-26737.574172493994,0.40426617647058827,55.911221,148.20831864802017,-12112.775944055786,0.33885588484848483,153.935
68.278664,197.3548078477096,-28259.755058274837,0.40163920000000003,54.947006,-10.645553613051334,-12895.648111887927,0.3330121575757576,153.94
68.17942,-52.90413286713226,-25881.639813519578,0.4010554117647058,54.46489,-81.21352599067404,-9746.440839160696,0.3300902424242424,153.945
68.229042,-162.2479655788643,-16512.62013985998,0.40134730588235296,54.525154,-96.65151538461384,-3832.1446153844663,0.3304554787878788,153.95
68.17942,2.505978943280411,-638.4808391606784,0.4010554117647058,54.163578,-12.16038783993622,3759.1227039628793,0.3282641090909091,153.955
68.030556,-2.5023696581175727,-2748.2531468529487,0.4001797411764706,54.46489,-4.436548679097086,5332.4311421912935,0.3300902424242424,153.96
67.980934,-30.141009168608093,-4608.16447552426,0.3998878470588236,54.826473,-1.533290559438683,6664.132307692438,0.33228165454545455,153.965
67.931313,-73.15749533799396,-4538.764941724774,0.39959595882352944,54.103313,58.48213675213856,5411.086899767011,0.3278988666666667,153.97
67.732826,-118.63180773115653,-2553.925874125678,0.39842838823529414,54.585423,94.29619176379276,6102.223589743742,0.33082074545454543,153.975
66.690788,-167.755639471638,3053.6115617717296,0.39229875294117644,54.886742,128.7920242812761,5901.645780885909,0.3326469212121212,153.98
65.896843,-151.14393616938526,8753.679254079438,0.38762848823529417,56.393333,183.84473655788838,4191.896503496642,0.34177777575757573,153.985
65.053291,-60.37814518259347,12686.355524475712,0.38266641764705883,57.96019,212.51627968143134,848.8601398603205,0.35127387878787875,153.99
64.805183,59.51261138306347,15110.734172494329,0.3812069588235294,57.237026,188.9017771173285,-3775.698741258573,0.3468910666666667,153.995
65.102905,195.47725477855624,13181.400559440739,0.3829582647058824,59.044937,160.68958679098876,-7553.365874125666,0.357848103030303,154.0
67.435104,277.6856095571111,8073.554685314881,0.39667708235294113,60.126884,100.31051522921746,-10158.228811188645,0.36440535757575754,154.005
