front_shock [mm],front_shock [mm]_vel,front_shock [mm]_acc,front_shock [mm]_norm,rear_shock [mm],rear_shock [mm]_vel,rear_shock [mm]_acc,rear_shock [mm]_norm,t
27.241995,-3.01697342657269,78.65146853151964,0.1602470294117647,33.457378,109.64913822843914,2156.216503496591,0.20277198787878786,93.216
27.142752,-2.3345491841483863,74.02489510497253,0.15966324705882354,33.897263,117.82529665889763,1863.2496969697968,0.20543795757575758,93.218
27.093132,0.29879654234758846,157.30592074598098,0.15937136470588237,34.525673,127.75426857031937,2044.89240093248,0.209246503030303,93.22
27.142752,0.06357292152375749,-50.89314685306999,0.15966324705882354,35.342606,136.13305062160146,2296.8373892774653,0.21419761212121213,93.222
27.093132,-0.1600250971243895,-78.6509090908221,0.15937136470588237,35.908169,145.3778735042746,2535.0903496504397,0.21762526666666668,93.224
27.192373,1.7388554778564185,46.268997669052624,0.15995513529411765,36.725098,163.41433414918532,2562.045221445318,0.22257635151515154,93.226
27.142752,-1.0178576534569856,-106.41202797194455,0.15966324705882354,37.479187,175.04359067599182,2488.4798135198944,0.2271465878787879,93.228
27.142752,-3.655012548561899,-46.266293706217766,0.15966324705882354,38.421803,191.01666868686937,2429.277855477958,0.2328594121212121,93.23
27.093132,-2.446321367520625,18.506200466286828,0.15937136470588237,39.490093,206.8881533799543,2286.5034965036175,0.23933389696969698,93.232
27.093132,-2.103174592073742,18.506853146929643,0.15937136470588237,40.607246,217.18922723387834,1462.6935198136525,0.24610452121212123,93.234
27.093132,-0.044326340325483216,203.57062937068986,0.15937136470588237,41.528641,220.22382785547916,1226.5628904430341,0.25168873333333336,93.236
27.093132,0.5706107226116615,152.67692307699326,0.15937136470588237,42.757168,222.83964308469376,709.4027972029398,0.2591343515151515,93.238
27.142752,2.170634032634837,46.2657342658149,0.15966324705882354,43.862846,228.14735815850963,161.54060606070925,0.2658354303030303,93.24
27.093132,0.846277389278157,-4.626573426485265,0.15937136470588237,45.029945,228.39650229215374,-52.11729603717322,0.27290875757575755,93.242
27.093132,1.1373659673668612,-69.39860139851771,0.15937136470588237,46.012768,197.24671802641944,3213.267226107353,0.2788652606060606,93.244
27.142752,0.5706107226116046,-97.15804195796227,0.15966324705882354,47.364147,230.14008527583712,3006.4245221446436,0.2870554363636364,93.246
27.142752,-0.16771328671245556,-87.90489510482075,0.15966324705882354,48.408394,277.5324404040416,1313.332680652802,0.29338420606060606,93.248
27.093132,-0.969652680651734,27.75944055952459,0.15937136470588237,49.329792,306.38352292152445,-1789.405128205006,0.29896843636363635,93.25
27.142752,-1.4284545454536897,-50.892307692229224,0.15966324705882354,50.487488,291.5580568764585,-4204.171188811044,0.30598477575757577,93.252
27.093132,-2.2940209790202744,115.66573426579998,0.15937136470588237,54.043049,242.3250577311594,-5748.169883449733,0.32753363030303034,93.254
27.093132,1.1450883449891762,97.15860139867073,0.15937136470588237,54.163578,180.19081794872,-5586.44764568748,0.3282641090909091,93.256
27.093132,2.174510178710989,13.879627039708794,0.15937136470588237,54.46489,117.82065143745365,-4611.853706293539,0.3300902424242424,93.258
27.142752,1.372569658120483,-74.02573426566232,0.15966324705882354,54.525154,82.69714630924875,-2771.0416783215333,0.3304554787878788,93.26
27.093132,-0.007711111110438651,83.27888111896209,0.15937136470588237,55.248325,95.81091204351355,342.76979020994986,0.33483833333333335,93.262
27.192373,-0.4144524475516391,4.62620046628399,0.15995513529411765,56.03175,173.48869560994717,3725.440000000155,0.33958636363636363,93.264
27.093132,0.4511000777010281,-69.39953379944563,0.15937136470588237,57.056232,190.49952264957437,2077.186573426745,0.3457953454545455,93.266
27.093132,-0.1195198135191049,-18.507412587336148,0.15937136470588237,58.080719,192.9406068764588,152.1133799534873,0.3520043575757576,93.268
27.093132,0.6265059829068491,46.26480186488516,0.15937136470588237,58.924412,169.66681678321845,-1087.3063869461912,0.35711764848484845,93.27
27.192373,1.0294011655019517,-55.51925407917042,0.15995513529411765,59.828369,157.44526103341298,-1596.3254079252074,0.36259617575757574,93.272
27.142752,1.4323101787108499,46.26629370637238,0.15966324705882354,60.362732,142.47677043512283,-1333.9972960371306,0.3658347393939394,93.274
