front_shock [mm],front_shock [mm]_vel,front_shock [mm]_acc,front_shock [mm]_norm,rear_shock [mm],rear_shock [mm]_vel,rear_shock [mm]_acc,rear_shock [mm]_norm,t
39.250305,60.6596081585094,-226.71160839149525,0.2308841470588235,37.479187,36.15432187257301,-164.05361305351835,0.2271465878787879,121.216
39.746517,62.21917385392493,78.64960372970017,0.23380304117647058,37.479187,35.87112871017956,0.005034965113736689,0.2271465878787879,121.218
39.84576,59.578009673660915,-152.68214452201937,0.23438682352941176,37.856236,36.886794055944904,76.16736596744158,0.22943173333333336,121.22
40.093864,59.996395415696895,-171.18517482507013,0.23584625882352944,37.856236,37.953536441337064,439.44251748261377,0.22943173333333336,121.222
40.590076,56.66515819735889,101.78806526814151,0.23876515294117648,38.29612,42.26978776223871,626.9378088579069,0.23209769696969698,121.224
40.738937,58.022339083139855,360.8818648019587,0.23964080588235295,38.358959,48.12171293706416,304.6758974360164,0.2324785393939394,121.226
41.135906,63.43367241647297,670.8708624709689,0.2419759176470588,38.610325,47.01577754467826,-23.442983682863996,0.2340019696969697,121.228
41.384014,65.97642466977516,235.96680652694704,0.24343537647058824,38.798843,47.970331740482436,156.45193473204563,0.23514450303030301,121.23
41.632118,64.96051651126777,550.5778088579391,0.24489481176470587,39.175892,43.87591289821398,81.41062937072275,0.23742964848484846,121.232
42.12833,71.73285975136065,865.1891841493089,0.24781370588235294,39.427254,48.533023387724654,259.1281118882107,0.23895305454545454,121.234
42.475677,74.93485691530805,666.2377622378772,0.24985692352941175,39.490093,46.1185220279728,107.59962703972633,0.23933389696969698,121.236
42.872646,82.64401017871194,402.52111888121726,0.25219203529411766,39.741455,46.80517031857164,251.50069930079917,0.24085730303030303,121.238
43.071133,81.52404308469431,161.93305361315652,0.25335960588235296,40.054409,50.223138267288675,204.86405594414464,0.24275399393939393,121.24
43.716206,80.02033492618602,18.502470862596965,0.2571541529411765,40.361542,56.362829370630095,183.08652680663,0.24461540606060606,121.242
44.113174,81.33311250971303,175.81118881130533,0.2594892588235294,40.545818,54.16777626262717,199.4605128206349,0.2457322303030303,121.244
44.510143,83.6945941336453,-263.721771561668,0.26182437058823527,40.852951,49.713290132091686,78.05836829849432,0.24759364242424242,121.246
44.758251,79.5884193473205,-416.3980419579166,0.2632838294117647,41.160084,50.123225369076636,232.41370629381709,0.24945505454545452,121.248
45.254459,73.71842268842477,-638.4773892772719,0.26620269999999996,41.34436,53.002366550117756,486.83347319360837,0.2505718787878788,121.25
45.651428,75.1488499611512,-393.26806526793007,0.2685378117647059,41.528641,59.36458667443776,395.1959906760858,0.25168873333333336,121.252
46.098019,70.63973850039008,-277.60177156167265,0.27116481764705885,41.958626,61.61256802641907,206.18806526815388,0.25429470303030305,121.254
46.246883,69.17846212121378,-407.14554778540696,0.2720404882352941,42.265759,67.38057913753028,-269.18564102552045,0.25615611515151515,121.256
46.693474,62.714639160840875,-263.71515151502535,0.27466749411764707,42.572891,64.43576095571211,-635.7416317015231,0.2580175212121212,121.258
46.991199,64.5614349261864,120.29426573441015,0.27641881764705883,42.941448,51.973816006217305,-675.8377622376574,0.2602512,121.26
47.288925,68.62716223776363,212.82675990687494,0.27817014705882354,43.125729,43.996050194251325,-641.4742191141086,0.26136805454545453,121.262
47.735516,73.3271482905999,83.27776223792898,0.28079715294117646,43.432861,44.191710644911154,-446.74442890430146,0.2632294606060606,121.264
47.934002,72.60035081585193,-504.3092773891549,0.2819647176470588,43.432861,43.08914032634152,-292.10470862459624,0.2632294606060606,121.266
48.430214,68.09894121989282,-323.8676923075691,0.2848836117647059,43.678566,41.528335314686444,188.99785547797364,0.2647185818181818,121.268
48.777561,65.21297579642714,-619.9758508156992,0.2869268294117647,44.108551,45.47538970474136,595.6453146854437,0.2673245515151515,121.27
49.075287,62.94010287490437,-1101.1492773891405,0.28867815882352943,44.292828,52.97830159285331,246.27944055956686,0.26844138181818183,121.272
49.323391,58.87060586635812,-1499.040839160727,0.29013759411764706,44.41568,54.954274864026615,97.3712820514229,0.2691859393939394,121.274
49.472256,34.01001484071662,-365.50405594393305,0.2910132705882353,44.661385,46.974140637142796,85.92149184161826,0.2706750606060606,121.276
49.968468,22.830850738152094,2058.873566433671,0.29393216470588235,45.09137,38.497732711733875,1512.0401864803243,0.2732810303030303,121.278
50.067711,46.91460104895236,2752.8728205129664,0.29451594705882356,45.398502,57.19058865578984,1907.229463869582,0.2751424363636364,121.28
50.067711,82.14477195027337,2206.922610722737,0.29451594705882356,45.398502,77.61113783993915,1111.1162703964292,0.2751424363636364,121.282
50.067711,109.53271775446876,879.0648018649517,0.29451594705882356,45.705635,89.87490516705702,-114.54974358959589,0.2770038484848485,121.284
51.208996,117.62752544677676,-638.4871794870414,0.3012293882352941,46.197048,88.28316149961302,-807.5703496502065,0.2799821090909091,121.286
52.449524,65.16866282051456,3493.139300699466,0.30852661176470586,47.302719,27.751501010101947,5022.366153846291,0.2866831454545455,121.288
52.499146,77.16139316239492,4020.5817249418833,0.30881850588235293,47.364147,60.4107743201256,7008.114685314824,0.2870554363636364,121.29
52.499146,109.99728690753886,2868.540419580542,0.30881850588235293,47.364147,130.72270470085618,5787.985547785673,0.2870554363636364,121.292
52.499146,147.0492505050521,1286.218554778694,0.30881850588235293,47.364147,199.961771250972,3645.20410256425,0.2870554363636364,121.294
52.598385,193.0287972027985,194.32335664350467,0.30940226470588233,47.671276,248.0637737373752,823.5269930071445,0.2889168242424242,121.296
56.518456,207.4756855866368,-1693.3645687643984,0.33246150588235296,52.355663,260.86556989122107,-2288.5994405592755,0.3173070484848485,121.298
56.468834,163.06731410256543,-4862.638974358804,0.3321696117647059,52.536457,202.99645656565747,-6226.795990675801,0.3184027696969697,121.3
56.568077,86.60371293706442,-6916.88270396255,0.3327533941176471,52.415924,107.64860353535573,-8915.400372960197,0.31767226666666665,121.302
56.66732,11.132943201245325,-7522.980139859999,0.3333371764705882,52.596718,10.996094211345735,-9466.922144522,0.3187679878787879,121.304
56.617699,-32.39649285159146,-5237.400745920586,0.3330452882352941,52.656982,-40.40627451437285,-6461.688578088404,0.31913322424242424,121.306
56.716938,14.257823387724784,-9.250536130406545,0.3336290470588235,52.656982,13.764184265735707,56.1894638696067,0.31913322424242424,121.308
56.816181,12.08330365190568,-198.94321678309643,0.3342128294117647,52.837772,15.57163714063904,106.76279720295133,0.3202289212121212,121.31
56.965046,11.759510722612504,-231.32829836814926,0.33508850588235295,52.898037,12.848653535354742,-112.38088578076349,0.32059416363636367,121.312
56.816181,10.119038578089885,-314.60904428890717,0.3342128294117647,52.837772,15.2321137917653,-78.66107226095119,0.3202289212121212,121.314
57.014668,4.4012902097915685,-328.4969696968292,0.3353804,53.018562,14.829482750583907,-252.84932400919206,0.3213246181818182,121.316
56.965046,2.5215893162411476,-32.395710955570394,0.33508850588235295,53.078827,11.785945609947362,-331.5202797201164,0.3216898606060606,121.318
57.014668,4.352898989900268,203.56745920759568,0.3353804,53.139091,11.605659440561226,-264.0964102562684,0.322055096969697,121.32
57.014668,8.642170202021589,259.09072261085385,0.3353804,53.199356,7.2298180652697965,-207.90498834484606,0.3224203393939394,121.322
57.014668,7.645446697748184,134.17240093252985,0.3353804,53.199356,1.0909811188826097,89.90051282068816,0.3224203393939394,121.324
57.113907,9.852832090133802,578.3365034966337,0.3359641588235294,53.199356,0.40491278166450684,1084.466293706475,0.3224203393939394,121.326
57.21315,13.022130924632393,448.78909090922025,0.3365479411764706,53.259617,10.612860683762278,1489.031048951194,0.32278555757575755,121.328
57.262772,13.53883302253439,740.2699300700515,0.33683983529411765,53.259617,23.15722490287635,1848.65342657355,0.32278555757575755,121.33
57.262772,17.778027622379227,744.8965967367512,0.33683983529411765,53.380146,35.174968065269695,2264.456969697123,0.3235160363636364,121.332
57.362015,21.897647746699704,832.8055944057705,0.3374236176470588,53.621201,53.40856884227094,1814.9417249418984,0.3249769757575757,121.334
57.610119,29.113308003109978,920.7088111889752,0.33888305294117643,54.103313,64.43117447552663,1230.5669930071672,0.3278988666666667,121.336
57.610119,37.082791996893775,703.2577156179177,0.33888305294117643,54.223835,66.91529662004814,797.89398601414,0.328629303030303,121.338
57.957466,40.830451748253836,254.4724475525727,0.34092627058823527,54.585423,66.80524063714267,22.471701631860924,0.33082074545454543,121.34
