sample_id,timestamp,front_shock [mm],front_shock_raw [counts],String pot [mm],String pot_raw [counts],mark
0,07:15:12.633,104.972839,1844.000000,30.879091,3382.000000,0
1,07:15:12.635,105.044441,1843.000000,-17.647963,3399.000000,0
2,07:15:12.637,104.972839,1844.000000,-18.267870,3431.000000,0
3,07:15:12.639,104.972839,1844.000000,-19.004007,3469.000000,0
4,07:15:12.641,104.901237,1845.000000,-20.166332,3529.000000,0
5,07:15:12.643,105.116051,1842.000000,-21.619238,3604.000000,0
6,07:15:12.645,104.972839,1844.000000,-23.459585,3699.000000,0
7,07:15:12.647,104.901237,1845.000000,-25.532398,3806.000000,0
8,07:15:12.649,105.044441,1843.000000,-28.205746,3944.000000,0
9,07:15:12.651,105.044441,1843.000000,-31.130928,4095.000000,0
10,07:15:12.653,104.901237,1845.000000,-31.130928,4095.000000,0
11,07:15:12.655,105.044441,1843.000000,-32.196392,54.000000,0
12,07:15:12.657,104.972839,1844.000000,-34.327320,164.000000,0
13,07:15:12.659,104.901237,1845.000000,-36.729458,288.000000,0
14,07:15:12.661,104.972839,1844.000000,-38.744156,392.000000,0
15,07:15:12.663,104.972839,1844.000000,-41.281898,523.000000,0
16,07:15:12.665,104.901237,1845.000000,-43.916500,659.000000,0
17,07:15:12.667,104.901237,1845.000000,-46.899799,813.000000,0
18,07:15:12.669,104.901237,1845.000000,-49.883099,967.000000,0
19,07:15:12.671,104.901237,1845.000000,-52.769539,1116.000000,0
20,07:15:12.673,104.901237,1845.000000,-55.927189,1279.000000,0
21,07:15:12.675,104.901237,1845.000000,-59.026722,1439.000000,0
22,07:15:12.677,104.972839,1844.000000,-62.571812,1622.000000,0
23,07:15:12.679,104.972839,1844.000000,-66.039413,1801.000000,0
24,07:15:12.681,104.901237,1845.000000,-69.700737,1990.000000,0
25,07:15:12.683,104.901237,1845.000000,-73.110222,2166.000000,0
26,07:15:12.685,104.901237,1845.000000,-76.616570,2347.000000,0
27,07:15:12.687,104.901237,1845.000000,-80.103539,2527.000000,0
28,07:15:12.689,104.901237,1845.000000,-83.900467,2723.000000,0
29,07:15:12.691,104.901237,1845.000000,-88.104210,2940.000000,0
30,07:15:12.693,104.901237,1845.000000,-92.385437,3161.000000,0
31,07:15:12.695,104.972839,1844.000000,-97.112221,3405.000000,0
32,07:15:12.697,104.972839,1844.000000,-102.923851,3705.000000,0
33,07:15:12.699,104.901237,1845.000000,-109.626587,4051.000000,0
34,07:15:12.701,104.901237,1845.000000,-111.002007,26.000000,0
35,07:15:12.703,104.972839,1844.000000,-114.508347,207.000000,0
36,07:15:12.705,104.901237,1845.000000,-118.305275,403.000000,0
37,07:15:12.707,104.972839,1844.000000,-121.869736,587.000000,0
38,07:15:12.709,104.901237,1845.000000,-125.589180,779.000000,0
39,07:15:12.711,104.972839,1844.000000,-129.308624,971.000000,0
40,07:15:12.713,104.901237,1845.000000,-132.601868,1141.000000,0
41,07:15:12.715,105.044441,1843.000000,-135.972610,1315.000000,0
42,07:15:12.717,105.044441,1843.000000,-138.955917,1469.000000,0
43,07:15:12.719,104.972839,1844.000000,-142.094193,1631.000000,0
44,07:15:12.721,104.901237,1845.000000,-145.135605,1788.000000,0
45,07:15:12.723,104.901237,1845.000000,-148.022049,1937.000000,0
46,07:15:12.725,105.044441,1843.000000,-150.850372,2083.000000,0
47,07:15:12.727,104.901237,1845.000000,-153.155640,2202.000000,0
48,07:15:12.729,104.901237,1845.000000,-155.480301,2322.000000,0
49,07:15:12.731,104.972839,1844.000000,-157.533737,2428.000000,0
50,07:15:12.733,104.901237,1845.000000,-159.529053,2531.000000,0
51,07:15:12.735,104.901237,1845.000000,-161.505005,2633.000000,0
52,07:15:12.737,104.901237,1845.000000,-163.132263,2717.000000,0
53,07:15:12.739,104.901237,1845.000000,-164.837006,2805.000000,0
54,07:15:12.741,105.044441,1843.000000,-166.154312,2873.000000,0
55,07:15:12.743,104.972839,1844.000000,-167.277893,2931.000000,0
56,07:15:12.745,104.901237,1845.000000,-168.246490,2981.000000,0
57,07:15:12.747,104.901237,1845.000000,-168.943893,3017.000000,0
58,07:15:12.749,104.901237,1845.000000,-169.311951,3036.000000,0
59,07:15:12.751,104.901237,1845.000000,-169.466934,3044.000000,0
60,07:15:12.753,104.901237,1845.000000,-169.331329,3037.000000,0
61,07:15:12.755,104.901237,1845.000000,-168.982635,3019.000000,0
62,07:15:12.757,105.044441,1843.000000,-168.362732,2987.000000,0
63,07:15:12.759,104.901237,1845.000000,-167.452240,2940.000000,0
64,07:15:12.761,104.901237,1845.000000,-166.425522,2887.000000,0
65,07:15:12.763,104.901237,1845.000000,-164.991989,2813.000000,0
66,07:15:12.765,105.044441,1843.000000,-163.480957,2735.000000,0
67,07:15:12.767,104.901237,1845.000000,-161.814957,2649.000000,0
68,07:15:12.769,104.972839,1844.000000,-159.877762,2549.000000,0
69,07:15:12.771,104.901237,1845.000000,-157.959915,2450.000000,0
70,07:15:12.773,104.901237,1845.000000,-155.693390,2333.000000,0
71,07:15:12.775,104.901237,1845.000000,-153.446228,2217.000000,0
72,07:15:12.777,104.901237,1845.000000,-150.927856,2087.000000,0
73,07:15:12.779,105.044441,1843.000000,-148.138275,1943.000000,0
74,07:15:12.781,105.044441,1843.000000,-145.154984,1789.000000,0
75,07:15:12.783,105.044441,1843.000000,-141.861725,1619.000000,0
76,07:15:12.785,104.972839,1844.000000,-138.665329,1454.000000,0
77,07:15:12.787,104.901237,1845.000000,-135.391449,1285.000000,0
78,07:15:12.789,105.044441,1843.000000,-132.098190,1115.000000,0
79,07:15:12.791,104.901237,1845.000000,-128.688705,939.000000,0
80,07:15:12.793,104.901237,1845.000000,-124.911156,744.000000,0
81,07:15:12.795,104.972839,1844.000000,-121.211090,553.000000,0
82,07:15:12.797,104.901237,1845.000000,-117.278557,350.000000,0
83,07:15:12.799,104.901237,1845.000000,-113.675354,164.000000,0
84,07:15:12.801,105.044441,1843.000000,-110.478958,4095.000000,0
85,07:15:12.803,105.044441,1843.000000,-107.301941,3931.000000,0
86,07:15:12.805,105.044441,1843.000000,-101.044754,3608.000000,0
87,07:15:12.807,104.901237,1845.000000,-95.484970,3321.000000,0
88,07:15:12.809,104.972839,1844.000000,-91.106880,3095.000000,0
89,07:15:12.811,104.972839,1844.000000,-86.806282,2873.000000,0
90,07:15:12.813,104.972839,1844.000000,-83.009354,2677.000000,0
91,07:15:12.815,104.901237,1845.000000,-79.348030,2488.000000,0
92,07:15:12.817,105.044441,1843.000000,-75.880424,2309.000000,0
93,07:15:12.819,104.901237,1845.000000,-72.509689,2135.000000,0
