sample_id,timestamp,front_shock [mm],front_shock_raw [counts],String pot [mm],String pot_raw [counts],mark
0,07:16:34.546,105.330864,1839.000000,-16.679359,1741.000000,0
1,07:16:34.548,105.474075,1837.000000,17.841682,1567.000000,0
2,07:16:34.550,105.330864,1839.000000,22.626587,1320.000000,0
3,07:16:34.552,105.474075,1837.000000,26.733467,1108.000000,0
4,07:16:34.554,105.330864,1839.000000,30.898464,893.000000,0
5,07:16:34.556,105.330864,1839.000000,35.082832,677.000000,0
6,07:16:34.558,105.330864,1839.000000,38.802273,485.000000,0
7,07:16:34.560,105.330864,1839.000000,42.250500,307.000000,0
8,07:16:34.562,105.330864,1839.000000,45.505009,139.000000,0
9,07:16:34.564,105.330864,1839.000000,9.511690,1997.000000,0
10,07:16:34.566,105.402466,1838.000000,48.217102,4095.000000,0
11,07:16:34.568,105.330864,1839.000000,53.292583,3833.000000,0
12,07:16:34.570,105.330864,1839.000000,54.842350,3753.000000,0
13,07:16:34.572,105.330864,1839.000000,58.639278,3557.000000,0
14,07:16:34.574,105.330864,1839.000000,60.324650,3470.000000,0
15,07:16:34.576,105.330864,1839.000000,61.331997,3418.000000,0
16,07:16:34.578,105.330864,1839.000000,62.010021,3383.000000,0
17,07:16:34.580,105.330864,1839.000000,62.281231,3369.000000,0
18,07:16:34.582,105.330864,1839.000000,62.164997,3375.000000,0
19,07:16:34.584,105.330864,1839.000000,61.448231,3412.000000,0
20,07:16:34.586,105.330864,1839.000000,60.421509,3465.000000,0
21,07:16:34.588,105.330864,1839.000000,58.833000,3547.000000,0
22,07:16:34.590,105.402466,1838.000000,56.508350,3667.000000,0
23,07:16:34.592,105.330864,1839.000000,53.486305,3823.000000,0
24,07:16:34.594,105.330864,1839.000000,49.766869,4015.000000,0
25,07:16:34.596,105.474075,1837.000000,48.217102,4095.000000,0
26,07:16:34.598,105.402466,1838.000000,46.822311,71.000000,0
27,07:16:34.600,105.402466,1838.000000,43.955242,219.000000,0
28,07:16:34.602,105.330864,1839.000000,40.642620,390.000000,0
29,07:16:34.604,105.330864,1839.000000,37.136272,571.000000,0
30,07:16:34.606,105.402466,1838.000000,33.029392,783.000000,0
