sample_id,timestamp,i2c_stringpot_raw [counts],i2c_stringpot [mm],mark
60,00:51:23.218,2292.000000,37.691788,0
61,00:51:23.220,2832.000000,31.087776,0
62,00:51:23.222,3359.000000,24.642750,0
63,00:51:23.224,3898.000000,18.050966,0
64,00:51:23.226,370.000000,11.104525,0
65,00:51:23.228,862.000000,5.087535,0
66,00:51:23.230,1290.000000,-0.146756,0
67,00:51:23.232,1703.000000,-5.197602,0
68,00:51:23.234,2023.000000,-9.111091,0
69,00:51:23.236,2312.000000,-12.645460,0
70,00:51:23.238,2504.000000,-14.993554,0
71,00:51:23.240,2619.000000,-16.399963,0
72,00:51:23.242,2670.000000,-17.023676,0
73,00:51:23.244,2646.000000,-16.730164,0
74,00:51:23.246,2555.000000,-15.617266,0
75,00:51:23.248,2379.000000,-13.464848,0
76,00:51:23.250,2139.000000,-10.529731,0
77,00:51:23.252,1815.000000,-6.567323,0
78,00:51:23.254,1459.000000,-2.213567,0
79,00:51:23.256,1028.000000,3.057413,0
80,00:51:23.258,521.000000,9.257847,0
81,00:51:23.260,10.000000,15.507199,0
82,00:51:23.262,3587.000000,21.854389,0
83,00:51:23.264,2998.000000,29.057653,0
84,00:51:23.266,2477.000000,35.429302,0
85,00:51:23.268,1967.000000,41.666424,0
86,00:51:23.270,1455.000000,47.928009,0
87,00:51:23.272,1001.000000,53.480270,0
88,00:51:23.274,582.000000,58.604496,0
89,00:51:23.276,251.000000,62.652508,0
90,00:51:23.278,0.000000,65.722153,0
91,00:51:23.280,3940.000000,67.629974,0
92,00:51:23.282,3896.000000,68.168083,0
93,00:51:23.284,3943.000000,67.593292,0
94,00:51:23.286,4.000000,65.673233,0
95,00:51:23.288,262.000000,62.517982,0
96,00:51:23.290,600.000000,58.384361,0
97,00:51:23.292,1011.000000,53.357975,0
98,00:51:23.294,1457.000000,47.903549,0
99,00:51:23.296,1983.000000,41.470753,0
100,00:51:23.298,2506.000000,35.074642,0
101,00:51:23.300,3012.000000,28.886438,0
102,00:51:23.302,3587.000000,21.854389,0
103,00:51:23.304,27.000000,15.299295,0
104,00:51:23.306,548.000000,8.927647,0
105,00:51:23.308,1048.000000,2.812820,0
106,00:51:23.310,1464.000000,-2.274715,0
107,00:51:23.312,1844.000000,-6.921983,0
108,00:51:23.314,2149.000000,-10.652027,0
109,00:51:23.316,2386.000000,-13.550455,0
110,00:51:23.318,2562.000000,-15.702873,0
111,00:51:23.320,2648.000000,-16.754623,0
112,00:51:23.322,2668.000000,-16.999216,0
113,00:51:23.324,2617.000000,-16.375505,0
114,00:51:23.326,2497.000000,-14.907947,0
115,00:51:23.328,2287.000000,-12.339719,0
116,00:51:23.330,2017.000000,-9.037713,0
117,00:51:23.332,1695.000000,-5.099765,0
118,00:51:23.334,1283.000000,-0.061148,0
119,00:51:23.336,830.000000,5.478884,0
120,00:51:23.338,340.000000,11.471414,0
121,00:51:23.340,3885.000000,18.209953,0
122,00:51:23.342,3352.000000,24.728357,0
123,00:51:23.344,2804.000000,31.430206,0
124,00:51:23.346,2256.000000,38.132057,0
125,00:51:23.348,1757.000000,44.234653,0
126,00:51:23.350,1256.000000,50.361710,0
127,00:51:23.352,821.000000,55.681606,0
128,00:51:23.354,454.000000,60.169891,0
129,00:51:23.356,130.000000,64.132294,0
130,00:51:23.358,4019.000000,66.663834,0
131,00:51:23.360,3912.000000,67.972404,0
132,00:51:23.362,3901.000000,68.106934,0
133,00:51:23.364,3989.000000,67.030724,0
134,00:51:23.366,100.000000,64.499184,0
135,00:51:23.368,398.000000,60.854752,0
136,00:51:23.370,754.000000,56.500996,0
137,00:51:23.372,1191.000000,51.156635,0
138,00:51:23.374,1656.000000,45.469849,0
139,00:51:23.376,2166.000000,39.232723,0
140,00:51:23.378,2714.000000,32.530876,0
141,00:51:23.380,3232.000000,26.195915,0
142,00:51:23.382,3772.000000,19.591904,0
143,00:51:23.384,244.000000,12.645460,0
144,00:51:23.386,749.000000,6.469486,0
145,00:51:23.388,1190.000000,1.076209,0
146,00:51:23.390,1620.000000,-4.182541,0
147,00:51:23.392,1950.000000,-8.218327,0
148,00:51:23.394,2255.000000,-11.948370,0
149,00:51:23.396,2463.000000,-14.492138,0
150,00:51:23.398,2597.000000,-16.130911,0
151,00:51:23.400,2665.000000,-16.962528,0
152,00:51:23.402,2658.000000,-16.876921,0
153,00:51:23.404,2585.000000,-15.984156,0
154,00:51:23.406,2430.000000,-14.088559,0
155,00:51:23.408,2207.000000,-11.361347,0
156,00:51:23.410,1897.000000,-7.570155,0
157,00:51:23.412,1559.000000,-3.436532,0
158,00:51:23.414,1146.000000,1.614314,0
159,00:51:23.416,651.000000,7.667992,0
160,00:51:23.418,147.000000,13.831737,0
161,00:51:23.420,3727.000000,20.142237,0
162,00:51:23.422,3145.000000,27.259895,0
163,00:51:23.424,2615.000000,33.741611,0
164,00:51:23.426,2070.000000,40.406773,0
165,00:51:23.428,1586.000000,46.325924,0
166,00:51:23.430,1122.000000,52.000481,0
167,00:51:23.432,683.000000,57.369301,0
168,00:51:23.434,337.000000,61.600758,0
169,00:51:23.436,61.000000,64.976143,0
170,00:51:23.438,3971.000000,67.250862,0
171,00:51:23.440,3898.000000,68.143623,0
172,00:51:23.442,3917.000000,67.911263,0
173,00:51:23.444,4044.000000,66.358093,0
174,00:51:23.446,172.000000,63.618652,0
175,00:51:23.448,513.000000,59.448341,0
176,00:51:23.450,885.000000,54.898911,0
177,00:51:23.452,1314.000000,49.652390,0
178,00:51:23.454,1822.000000,43.439724,0
179,00:51:23.456,2344.000000,37.055847,0
180,00:51:23.458,2850.000000,30.867643,0
181,00:51:23.460,3416.000000,23.945660,0
182,00:51:23.462,3953.000000,17.378336,0
183,00:51:23.464,420.000000,10.493042,0
184,00:51:23.466,906.000000,4.549431,0
185,00:51:23.468,1333.000000,-0.672631,0
186,00:51:23.470,1738.000000,-5.625640,0
187,00:51:23.472,2055.000000,-9.502439,0
188,00:51:23.474,2318.000000,-12.718839,0
189,00:51:23.476,2519.000000,-15.176998,0
190,00:51:23.478,2626.000000,-16.485571,0
191,00:51:23.480,2669.000000,-17.011446,0
192,00:51:23.482,2642.000000,-16.681246,0
193,00:51:23.484,2545.000000,-15.494969,0
194,00:51:23.486,2362.000000,-13.256943,0
195,00:51:23.488,2115.000000,-10.236219,0
196,00:51:23.490,1807.000000,-6.469486,0
197,00:51:23.492,1424.000000,-1.785529,0
198,00:51:23.494,988.000000,3.546599,0
199,00:51:23.496,511.000000,9.380143,0
200,00:51:23.498,4060.000000,16.069763,0
201,00:51:23.500,3537.000000,22.465872,0
202,00:51:23.502,2984.000000,29.228868,0
203,00:51:23.504,2430.000000,36.004097,0
204,00:51:23.506,1922.000000,42.216759,0
205,00:51:23.508,1413.000000,48.441654,0
206,00:51:23.510,961.000000,53.969456,0
207,00:51:23.512,571.000000,58.739021,0
208,00:51:23.514,224.000000,62.982708,0
209,00:51:23.516,4078.000000,65.942284,0
210,00:51:23.518,3936.000000,67.678894,0
211,00:51:23.520,3892.000000,68.217003,0
212,00:51:23.522,3948.000000,67.532143,0
213,00:51:23.524,21.000000,65.465332,0
214,00:51:23.526,286.000000,62.224472,0
215,00:51:23.528,627.000000,58.054161,0
216,00:51:23.530,1045.000000,52.942165,0
217,00:51:23.532,1495.000000,47.438820,0
218,00:51:23.534,1989.000000,41.397373,0
219,00:51:23.536,2547.000000,34.573227,0
220,00:51:23.538,3055.000000,28.360563,0
221,00:51:23.540,3596.000000,21.744322,0
222,00:51:23.542,69.000000,14.785649,0
223,00:51:23.544,587.000000,8.450690,0
224,00:51:23.546,1079.000000,2.433701,0
225,00:51:23.548,1497.000000,-2.678294,0
226,00:51:23.550,1848.000000,-6.970902,0
227,00:51:23.552,2173.000000,-10.945539,0
228,00:51:23.554,2403.000000,-13.758359,0
229,00:51:23.556,2561.000000,-15.690644,0
230,00:51:23.558,2652.000000,-16.803543,0
231,00:51:23.560,2666.000000,-16.974758,0
232,00:51:23.562,2610.000000,-16.289898,0
233,00:51:23.564,2485.000000,-14.761190,0
234,00:51:23.566,2283.000000,-12.290801,0
235,00:51:23.568,1992.000000,-8.731972,0
236,00:51:23.570,1667.000000,-4.757335,0
237,00:51:23.572,1279.000000,-0.012230,0
238,00:51:23.574,794.000000,5.919152,0
239,00:51:23.576,301.000000,11.948370,0
240,00:51:23.578,3879.000000,18.283331,0
241,00:51:23.580,3306.000000,25.290920,0
242,00:51:23.582,2762.000000,31.943851,0
243,00:51:23.584,2252.000000,38.180973,0
244,00:51:23.586,1722.000000,44.662689,0
245,00:51:23.588,1251.000000,50.422855,0
246,00:51:23.590,790.000000,56.060726,0
247,00:51:23.592,428.000000,60.487862,0
248,00:51:23.594,131.000000,64.120064,0
249,00:51:23.596,4010.000000,66.773903,0
250,00:51:23.598,3908.000000,68.021324,0
251,00:51:23.600,3903.000000,68.082474,0
252,00:51:23.602,4002.000000,66.871742,0
253,00:51:23.604,103.000000,64.462502,0
254,00:51:23.606,421.000000,60.573467,0
255,00:51:23.608,782.000000,56.158566,0
256,00:51:23.610,1197.000000,51.083260,0
257,00:51:23.612,1694.000000,45.005119,0
258,00:51:23.614,2209.000000,38.706848,0
259,00:51:23.616,2722.000000,32.433037,0
260,00:51:23.618,3279.000000,25.621122,0
261,00:51:23.620,3819.000000,19.017109,0
262,00:51:23.622,289.000000,12.095126,0
263,00:51:23.624,790.000000,5.968071,0
264,00:51:23.626,1229.000000,0.599253,0
265,00:51:23.628,1653.000000,-4.586120,0
266,00:51:23.630,1981.000000,-8.597445,0
267,00:51:23.632,2263.000000,-12.046207,0
