sample_id,timestamp,i2c_stringpot_raw [counts],i2c_stringpot [mm],mark
0,00:52:16.048,2412.000000,1.761070,0
1,00:52:16.050,2607.000000,-16.253208,0
2,00:52:16.052,2693.000000,-17.304958,0
3,00:52:16.054,2654.000000,-16.828001,0
4,00:52:16.056,2469.000000,-14.565516,0
5,00:52:16.058,2146.000000,-10.615338,0
6,00:52:16.060,1670.000000,-4.794024,0
7,00:52:16.062,1099.000000,2.189108,0
8,00:52:16.064,372.000000,11.080065,0
9,00:52:16.066,3646.000000,21.132839,0
10,00:52:16.068,2827.000000,31.148924,0
11,00:52:16.070,2204.000000,38.767998,0
12,00:52:16.072,1512.000000,47.230919,0
13,00:52:16.074,859.000000,55.216881,0
14,00:52:16.076,313.000000,61.894272,0
15,00:52:16.078,4078.000000,65.942284,0
16,00:52:16.080,3939.000000,67.642204,0
17,00:52:16.082,3976.000000,67.189713,0
18,00:52:16.084,137.000000,64.046692,0
19,00:52:16.086,620.000000,58.139767,0
20,00:52:16.088,1172.000000,51.389000,0
21,00:52:16.090,1914.000000,42.314598,0
22,00:52:16.092,2696.000000,32.751011,0
23,00:52:16.094,3444.000000,23.603230,0
24,00:52:16.096,123.000000,14.125249,0
25,00:52:16.098,556.000000,8.829809,0
26,00:52:16.100,1444.000000,-2.030122,0
27,00:52:16.102,1943.000000,-8.132719,0
28,00:52:16.104,2356.000000,-13.183565,0
29,00:52:16.106,2603.000000,-16.204288,0
30,00:52:16.108,2690.000000,-17.268269,0
31,00:52:16.110,2686.000000,-17.219351,0
32,00:52:16.112,2464.000000,-14.504368,0
33,00:52:16.114,2148.000000,-10.639797,0
34,00:52:16.116,1674.000000,-4.842942,0
35,00:52:16.118,1100.000000,2.176878,0
36,00:52:16.120,422.000000,10.468582,0
37,00:52:16.122,4081.000000,15.812941,0
38,00:52:16.124,2979.000000,29.290018,0
39,00:52:16.126,2220.000000,38.572323,0
40,00:52:16.128,1548.000000,46.790649,0
41,00:52:16.130,910.000000,54.593170,0
42,00:52:16.132,351.000000,61.429543,0
43,00:52:16.134,4078.000000,65.942284,0
44,00:52:16.136,3931.000000,67.740044,0
45,00:52:16.138,3982.000000,67.116333,0
46,00:52:16.140,121.000000,64.242363,0
47,00:52:16.142,586.000000,58.555576,0
48,00:52:16.144,1150.000000,51.658051,0
49,00:52:16.146,1795.000000,43.769924,0
50,00:52:16.148,2564.000000,34.365322,0
51,00:52:16.150,3294.000000,25.437677,0
52,00:52:16.152,4080.000000,15.825171,0
53,00:52:16.154,757.000000,6.371649,0
54,00:52:16.156,1363.000000,-1.039521,0
55,00:52:16.158,1908.000000,-7.704681,0
56,00:52:16.160,2302.000000,-12.523164,0
57,00:52:16.162,2574.000000,-15.849629,0
58,00:52:16.164,2687.000000,-17.231581,0
59,00:52:16.166,2694.000000,-17.317188,0
60,00:52:16.168,2518.000000,-15.164769,0
61,00:52:16.170,2203.000000,-11.312428,0
62,00:52:16.172,1778.000000,-6.114826,0
63,00:52:16.174,1234.000000,0.538105,0
64,00:52:16.176,522.000000,9.245617,0
65,00:52:16.178,3896.000000,18.075426,0
66,00:52:16.180,3093.000000,27.895838,0
67,00:52:16.182,2359.000000,36.872402,0
68,00:52:16.184,1675.000000,45.237484,0
69,00:52:16.186,975.000000,53.798241,0
70,00:52:16.188,428.000000,60.487862,0
71,00:52:16.190,33.000000,65.318573,0
72,00:52:16.192,3948.000000,67.532143,0
73,00:52:16.194,3968.000000,67.287544,0
74,00:52:16.196,92.000000,64.597023,0
75,00:52:16.198,510.000000,59.485027,0
76,00:52:16.200,1057.000000,52.795410,0
77,00:52:16.202,1734.000000,44.515934,0
78,00:52:16.204,2447.000000,35.796192,0
79,00:52:16.206,2831.000000,31.100006,0
80,00:52:16.208,4017.000000,16.595638,0
81,00:52:16.210,655.000000,7.619073,0
82,00:52:16.212,1268.000000,0.122297,0
83,00:52:16.214,1829.000000,-6.738538,0
84,00:52:16.216,2241.000000,-11.777155,0
85,00:52:16.218,2556.000000,-15.629496,0
86,00:52:16.220,2682.000000,-17.170431,0
87,00:52:16.222,2686.000000,-17.219351,0
88,00:52:16.224,2540.000000,-15.433822,0
89,00:52:16.226,2259.000000,-11.997289,0
90,00:52:16.228,1845.000000,-6.934213,0
91,00:52:16.230,1280.000000,-0.024459,0
92,00:52:16.232,623.000000,8.010423,0
93,00:52:16.234,3945.000000,17.476173,0
94,00:52:16.236,3199.000000,26.599493,0
95,00:52:16.238,2460.000000,35.637207,0
96,00:52:16.240,1729.000000,44.577084,0
97,00:52:16.242,1374.000000,48.918610,0
98,00:52:16.244,504.000000,59.558407,0
99,00:52:16.246,57.000000,65.025063,0
100,00:52:16.248,3952.000000,67.483223,0
101,00:52:16.250,3948.000000,67.532143,0
102,00:52:16.252,38.000000,65.257423,0
103,00:52:16.254,421.000000,60.573467,0
104,00:52:16.256,988.000000,53.639256,0
105,00:52:16.258,1616.000000,45.959034,0
106,00:52:16.260,2321.000000,37.337128,0
107,00:52:16.262,2750.000000,32.090607,0
108,00:52:16.264,3866.000000,18.442316,0
109,00:52:16.266,529.000000,9.160009,0
110,00:52:16.268,1203.000000,0.917224,0
111,00:52:16.270,1746.000000,-5.723477,0
112,00:52:16.272,2177.000000,-10.994457,0
113,00:52:16.274,2514.000000,-15.115850,0
114,00:52:16.276,2666.000000,-16.974758,0
115,00:52:16.278,2694.000000,-17.317188,0
116,00:52:16.280,2576.000000,-15.874089,0
117,00:52:16.282,2323.000000,-12.779986,0
118,00:52:16.284,1902.000000,-7.631303,0
119,00:52:16.286,1391.000000,-1.381951,0
120,00:52:16.288,757.000000,6.371649,0
121,00:52:16.290,4091.000000,15.690644,0
122,00:52:16.292,3351.000000,24.740587,0
123,00:52:16.294,2549.000000,34.548767,0
124,00:52:16.296,1853.000000,43.060608,0
125,00:52:16.298,1181.000000,51.278931,0
126,00:52:16.300,553.000000,58.959156,0
127,00:52:16.302,117.000000,64.291283,0
128,00:52:16.304,3983.000000,67.104103,0
129,00:52:16.306,3936.000000,67.678894,0
130,00:52:16.308,4085.000000,65.856682,0
131,00:52:16.310,378.000000,61.099342,0
132,00:52:16.312,893.000000,54.801071,0
133,00:52:16.314,1501.000000,47.365444,0
134,00:52:16.316,2240.000000,38.327732,0
135,00:52:16.318,2629.000000,33.570396,0
136,00:52:16.320,3737.000000,20.019941,0
137,00:52:16.322,453.000000,10.089463,0
138,00:52:16.324,1093.000000,2.262486,0
139,00:52:16.326,1687.000000,-5.001928,0
140,00:52:16.328,2134.000000,-10.468582,0
141,00:52:16.330,2473.000000,-14.614434,0
142,00:52:16.332,2661.000000,-16.913609,0
143,00:52:16.334,2696.000000,-17.341646,0
144,00:52:16.336,2603.000000,-16.204288,0
145,00:52:16.338,2348.000000,-13.085728,0
146,00:52:16.340,1966.000000,-8.414001,0
147,00:52:16.342,1474.000000,-2.397012,0
148,00:52:16.344,807.000000,5.760166,0
149,00:52:16.346,93.000000,14.492138,0
150,00:52:16.348,3462.000000,23.383095,0
151,00:52:16.350,3001.000000,29.020966,0
152,00:52:16.352,1962.000000,41.727573,0
153,00:52:16.354,1255.000000,50.373940,0
154,00:52:16.356,655.000000,57.711731,0
155,00:52:16.358,185.000000,63.459667,0
156,00:52:16.360,3988.000000,67.042953,0
157,00:52:16.362,3934.000000,67.703354,0
158,00:52:16.364,4069.000000,66.052353,0
159,00:52:16.366,300.000000,62.053257,0
160,00:52:16.368,550.000000,58.995842,0
